ID,Title,Price,Brand,Model,Year of Manufacture,Used,Transmission,Color Family,Mileage (in km),Body Type,Version,Description,Poster,Poster Type,Fuel Type,Location.2,Date Posted,name,retail,Post Age
CAR009236,Mazda 323 1996 Manual Gasoline for sale in Mandaue,80000,Mazda,323,1996,Yes,Manual,Red,,Saloon / Sedan,,mazda 323 manual 5 speed aircon stereo mag wheels new tires seat cover no engine problem no overheat tested longdrive test all you want bisan asa pa maabot 09167961094,ron abines,Dealer,Gasoline,Mandaue,28/06/2019,Mazda323,1090000,34
CAR009619,Subaru Forester 2013 Automatic Gasoline for sale in Mandaue,825000,Subaru,Forester,2013,Yes,Cvt,Grey,,SUV,,"Subaru Forester XT 2013 Model Top of the Line CVT Automatic Transmission with Manual-Mode Paddle Shifters Subaru Cebu Purchased 18s Volk Rays Alloy Mag Wheels 235/55-18 Toyo Tires STi Emblems STi Front Lip STi Rear Diffuser 250-hp Turbocharged Boxer Engine Symmetrical All-Wheel Drive, X-MODE Sport-tuned Suspension Si-Drive Panoramic Moonroof Harman Kardon Sound System Power Seats Factory Leather Seats Rear-Vision Camera Dual-zone Climate Control System One-touch Folding Rear Seatbacks Power Rear Gate with Automatic Close and Height Memory ACCEPTS FINANCING and TRADE OFFERS See to Appreciate",Nico O,Dealer,Gasoline,Mandaue,19/06/2019,SubaruForester,1348000,43
CAR009644,Subaru WRX 2013 for sale,1298000,Subaru,Wrx,2013,Yes,Automatic,Black,,Saloon / Sedan,,Subaru WRX 2013 Automatic Used for sale. The Subaru WRX runs on Gasoline and has a promo price of PHP 1298000. .,BMW Dealer Cebu,Dealer,Gasoline,Cebu City,04/05/2019,SubaruWrx,2008000,89
CAR009693,Selling 2nd Hand Suzuki Multi-Cab 2017 in Cebu City,150000,Suzuki,Multi-Cab,2017,Yes,Manual,White,,Van / Minivan / Minibus,,""" Good Condition Engine tested for long ride "" 2017 Suzuki Multi-Cab Transformer DA63T Japan Surplus Engine Engine : K6A 660cc 4X2 Manual trans. Registered until 2020 of February Complete original Papers Brandnew Mags &amp; Tires Comforser brand Call 09339421889 Labangon Cebu City",Joel,Dealer,Gasoline,Cebu City,14/07/2019,SuzukiMulti-Cab,0,18
CAR009700,Suzuki Jimny 2000 Manual Gasoline for sale in Mandaue,125000,Suzuki,Jimny,2000,Yes,Manual,Black,,SUV,,Suzuki Jimny&nbsp;3au 4x4 gas manual engine powersteering mags no aircon visit us albaautosales corner kalderohan casuntingan road maguikay mandaue city inside albaservitech pls call 2323784/09776110114 look for ann or gem pm us for more info and units open monday to saturday 8am to 6pm &nbsp;,Alba Autosales,Dealer,Gasoline,Mandaue,12/07/2019,SuzukiJimny,1035000,20
CAR009712,Selling Suzuki Multi-Cab 2006 Manual Gasoline in Lapu-Lapu,85000,Suzuki,Multi-Cab,2006,Yes,Manual,Purple,,Van / Minivan / Minibus,,"Suzuki Multicab FB Type F6A Engine, 12 Valve Running Condition Extended Body Updated Registration See actual for you to Evaluate &amp; Test Drive Call/text: 09176551074",Jorosazee,Individual,Gasoline,Lapu-Lapu,11/07/2019,SuzukiMulti-Cab,0,21
CAR009774,Selling Suzuki Jimny 2000 Manual Gasoline in Mandaue,120000,Suzuki,Jimny,2000,Yes,Manual,Black,,SUV,,Suzuki beaver 3au 4x4 gas manual engine powersteering no aircon good for project car accept trade in visit us albaautosales corner kalderohan casuntingan road maguikay mandaue city inside albaservitech pls call 2323784/09776110114 look for ann or gem pm us for more info and units open monday to saturday 8am to 6pm,Alba Autosales,Dealer,Gasoline,Mandaue,06/07/2019,SuzukiJimny,1035000,26
CAR009779,2nd Hand Suzuki Celerio 2011 Hatchback for sale in Lapu-Lapu,260000,Suzuki,Celerio,2011,Yes,Manual,Pink,,Hatchback / Wagon,,Suzuki Celerio 2011 model Hatchback Manual transmission 1.0 engine super tipid sa gas Local unit Power window Power steering First owned Excellent running condition No engine problems All functional Complete and updated papers 09254862282 384 6052,Vince,Individual,Gasoline,Lapu-Lapu,06/07/2019,SuzukiCelerio,598000,26
CAR009829,Selling 2nd Hand Suzuki Multi-Cab 2016 in Cordova,200000,Suzuki,Multi-Cab,2016,Yes,Manual,Green,,Van / Minivan / Minibus,,Complete Documents With franchise RFS: emergency fund Call: 09751391664/09959577599,Khazea,Individual,Gasoline,Cordova,02/07/2019,SuzukiMulti-Cab,0,30
CAR009837,2012 Suzuki Celerio for sale in Cebu City,259000,Suzuki,Celerio,2012,Yes,Manual,Silver,,Hatchback / Wagon,,"For Sale: 2012 Suzuki Celerio 1.0 M/T Unit First Owner purchase in Suzuki Cebu Good Running Condition Manual Transmission 1.0 Efi Engine Very Economy Power windowHELPING A FRIEND CALL THE DIRECT OWNER TEL: (09430009957) Power Steering After Market Rims Cd player/Aux/FM/Mp3 Cold Aircon Dual Airbag Roof Rack Fog Lamp Remote Key Entry With Free Seat Cover Owners Manual Complete Legal Papers Ready To Use Nothing to fix Free Full Tank if dili mo hangyo WE ACCEPT FINANCING Php:259,000 Call:09430009957",Josh,Individual,Gasoline,Cebu City,01/07/2019,SuzukiCelerio,598000,31
CAR009882,Selling 2nd Hand Suzuki Multi-Cab 2009 Van in Cebu City,85000,Suzuki,Multi-Cab,2009,Yes,Manual,White,,Van / Minivan / Minibus,,For sale multicab van type Suzuki scrum Good engine condition tested long drive New clutch lining 4x2 5 speed manual New center set See to appreciate 2009 model Registered till august 2019 With mags No aircon RFS extra car Call or txt 09182679866,patrick ed,Individual,Gasoline,Cebu City,28/06/2019,SuzukiMulti-Cab,0,34
CAR009885,Suzuki Multi-Cab 2017 for sale in Cebu City,220000,Suzuki,Multi-Cab,2017,Yes,Manual,White,,Van / Minivan / Minibus,,"Suzuki Multicab Pick-up Type Lahug, Cebu City, Philippines Engine Model 2017 from Aison Surplus Case Model 2012 Gasoline Running Condition is at its BEST Newly Painted with Cebu City Plate Number Registration Durable custom body frame extended to 8x12 ft. Chassis is built to last (double shocks for heavy load) Designed for Business Use Lifter spring taken from Elf 4-Wheel drive 5-Speed Manual Transmission No Aircon With Sterio player and a 3-way speaker System Pickup Type Cab Scrum, 12valve Original OR and CR (expired registration) Open Deed of Sale ₱220,000 (price is slightly negotiable upon meet up) Pls. Contact: 09325114202",Dennis,Individual,Gasoline,Cebu City,28/06/2019,SuzukiMulti-Cab,0,34
CAR009898,Suzuki Celerio 2016 Automatic Gasoline for sale in Cebu City,355000,Suzuki,Celerio,2016,Yes,Automatic,Yellow,,Hatchback / Wagon,,"For Sale: 2016 Suzuki Celerio 1.0 liter engine cvt, automatic transmission All power, cebu unit, lady owned Unit in good condition, very fuel efficient around 15-18kms/liter mixed driving accepts financing 30% dp Complete papers ready for transfer",,Individual,Gasoline,Cebu City,26/06/2019,SuzukiCelerio,598000,36
CAR009944,Selling 2nd Hand Suzuki Multi-Cab 2016 in Cordova,150000,Suzuki,Multi-Cab,2016,Yes,Manual,Green,,Van / Minivan / Minibus,,Assume basis 7 mos to pay 9k kapin ang monthly Call: 09751391664 09959577599,Khazea,Individual,Gasoline,Cordova,20/06/2019,SuzukiMulti-Cab,0,42
CAR009952,Selling 2012 Suzuki Multi-Cab Van for sale in Cebu City,120000,Suzuki,Multi-Cab,2012,Yes,Manual,Red,,Van / Minivan / Minibus,,Suzuki Multi-Cab van very good condition Customize bumper with side skirt dala na sounds 2box 1 amplefier Aircon need freon naa lang mga tipak sa bumper ky lowerd man uag naa pud mga paksit ang pintal ky stamby lang sa grahian ug nainitn wla napud kaayo ni gamit NEGOTIABLE DIPINDI SABOT sa interesado pm lang or tawag para madali... sabot ta ug pag dala mo mikaniko para ma tanaw ug ma tistingan CEBU PLATE,Mark Joseph Ong,Individual,Gasoline,Cebu City,20/06/2019,SuzukiMulti-Cab,0,42
CAR010035,Suzuki Multi-Cab 2017 for sale,148000,Suzuki,Multi-Cab,2017,No,Manual,Green,,Van / Minivan / Minibus,,Exclusive Offer: ZERO DOWNPAYMENT ALL-IN Promo Inclusion: ✔ Third-Party Liability ✔ Chattel Mortgage Fee ✔ 3 yrs. LTO Registration ✔ Comprehensive Insurance with AOG/AON,Ariel canete,Individual,Gasoline,Cebu City,23/04/2019,SuzukiMulti-Cab,0,100
CAR010064,Sell 2nd Hand 1978 Toyota Corolla Sedan in Cebu City,220000,Toyota,Corolla,1978,Yes,Manual,Blue,,Saloon / Sedan,,Toyota Corolla 1978 Sedan Number of gears: 4 Rear-Wheel Drive Transmission type: Manual Fuel type: Gasoline Top Speed: 140 km/h Horsepower net: 41 kW / 56 PS / 55 hp (DIN) / 6000 Cylinders alignment: Line 4 Engine type: Spark-ignition 4-stroke Vintage Car With Good Maintenance From The Owner **,Ralph Ronald P. Abadiano,Individual,Gasoline,Cebu City,13/07/2019,ToyotaCorolla,961000,19
CAR010168,2nd Hand Toyota Land Cruiser 2017 Diesel in Cebu City,4500000,Toyota,LandCruiser,2017,Yes,Automatic,Pearlwhite,,SUV,,"For sale Toyota Land Cruiser model 2017  diesel  4x4  mtic trans local unit  good running condition  cool aircon rims and tire 22"" brand-new .. 4.5M complete and clean papers, with open deed of sale. NOT BUY AND SELL* For faster transaction pls pm me right away for additional information  or for viewing of unit. thank you and ride safe.",Dustine Estrella,Individual,Diesel,Cebu City,01/06/2019,ToyotaLandCruiser,4474000,61
CAR010613,2nd Hand Toyota Corolla 1997 Manual Gasoline for sale in Cebu City,85000,Toyota,Corolla,1997,Yes,Manual,Orange,,Saloon / Sedan,,For sale Toyota Corolla XE 97 model Manual New tires with 17” rims Cold ac Updated registration till april 2020 All manual Not power sterring Good condition engine Issue scratches on rear bumper rusty on driver side roof and also on trunk door Driver side 2nd door wont open stuck up and the door handle is broken Location lorega public market cebu city See to apreciate call or txt 09182679866,patrick ed,Individual,Gasoline,Cebu City,11/07/2019,ToyotaCorolla,961000,21
CAR010868,2nd Hand Toyota Vios 2003 for sale in Mandaue,200000,Toyota,Vios,2003,Yes,Automatic,Red,,Saloon / Sedan,,Toyota Vios 2003 1.5G AT. Good running condition. Negotiable,Jan,Individual,Gasoline,Mandaue,10/07/2019,ToyotaVios,662000,22
CAR010900,2019 Toyota Land Cruiser for sale in Cebu City,3800000,Toyota,LandCruiser,2019,No,Manual,White,,SUV,,"Brand New Toyota Land Cruiser LC79 Pick Up LX10 4.5 litre V8 Diesel Manual transmission Diff lock (front and rear) Php 3,800,000.00 For more Information, Please Contact#: O.9.2.5.7.3.7.8.3.8.8/O.9.1.7.7.2.2.7.2.2.8 NOTE: No text Please , Call only!",Jonas Dy,Individual,Diesel,Cebu City,10/07/2019,ToyotaLandCruiser,4474000,22
CAR011156,2nd Hand Toyota Camry 2004 for sale in Mandaue,300000,Toyota,Camry,2004,Yes,Automatic,Grey,,Saloon / Sedan,,"Automatic Transmission smooth Local Unit. Engine 4 cylinder 2.0L Super cold aircon, new paint, sound setup amplifier + JL audio sub woofer, 2din touch screen stereo and dash cam front &amp; rear. 17 inches Rims w/ brand new tires. Updated registration. Smart 0 908 156 56 15",Maksim,Individual,Gasoline,Mandaue,08/07/2019,ToyotaCamry,1821000,24
CAR011358,Toyota Fortuner 2012 Manual Diesel for sale in Mandaue,745000,Toyota,Fortuner,2012,Yes,Manual,Grey,,SUV,,2012 Toyota Fortuner Manual Manual Transmission 2.5 Engine Displacement Cebu Unit Well Maintained All Powers - Working Keyless Entry Ready for long drive,Clau Cleo,Dealer,Diesel,Mandaue,06/07/2019,ToyotaFortuner,1607000,26
CAR011368,Selling Toyota Fortuner 2013 Automatic Diesel in Talisay,950000,Toyota,Fortuner,2013,Yes,Automatic,Silver,,SUV,,"Toyota Fortuner G Automatic 4x2 With back up camera With Turbo timer Automatic Transmission Very cold aircon With orig. Company leather seat With GPS navigator No flood history Ready for test drive Retractable side mirror D4D Engine in very good condition nothing to fix. Price 950,000 negotiable Pls contact Joe # 09106281556",Joe,Individual,Diesel,Talisay,06/07/2019,ToyotaFortuner,1607000,26
CAR011609,2003 Toyota Hiace for sale in Cebu City,230000,Toyota,Hiace,2003,Yes,Manual,Green,,Van / Minivan / Minibus,,For sale Toyota Hiace van 2003 model with complete original docs. Ready na for transfer sa imo name. No leak No over heat 100% good running condition Pls call or txt 09233054100,Shawn,Individual,Diesel,Cebu City,04/07/2019,ToyotaHiace,1605000,28
CAR011840,Selling Toyota Land Cruiser 2019 Automatic Diesel in Cebu City,5950000,Toyota,LandCruiser,2019,No,Automatic,Pearlwhite,,SUV,,"BRAND NEW Toyota Land Cruiser LC200 VX Limited 4.5 Twin Turbo diesel 4x4 Crawl Control Touch screen LCD, operated by android 4 pcs Camera 2nd Row entertainment Leather Seats Sun roof 20 inch alloy rims (5 pcs) Dual tank Cooler box 3 Years LTO registration Accept bank financing Color: Silver, Gray, Black, Pearl White, Copper Brown PRICE: Php 5,950,000.00 For more Information, Please Contact#: O.9.2.5.7.3.7.8.3.8.8/O.9.1.7.7.2.2.7.2.2.8 NOTE: No text Please , Call only! This Ad will be deleted once it sold.",Jonas Dy Pico,Individual,Diesel,Cebu City,02/07/2019,ToyotaLandCruiser,4474000,30
CAR011861,Toyota Corolla 1995 Manual Gasoline for sale in Liloan,130000,Toyota,Corolla,1995,Yes,Manual,Golden,,Saloon / Sedan,,Good Running Condition Tires Tread life 70% Aircon 7/10 Interior 7/10 3M Tint Price Negotiable,Kent Pilapil,Individual,Gasoline,Liloan,02/07/2019,ToyotaCorolla,961000,30
CAR011886,Selling 2nd Hand Toyota Fortuner 2006 in Mandaue,570000,Toyota,Fortuner,2006,Yes,Automatic,Beige,,SUV,,2006 Toyota Fortuner V 4x4 3.0 d4d diesl eng. all power clean in/out nothing to fix good condition 100% no kalampag no rattle installed roof rack carrier rain visor back up sensor new tires P 570k,joseph tallo,Individual,Diesel,Mandaue,02/07/2019,ToyotaFortuner,1607000,30
CAR011892,Toyota Innova 2006 Manual Diesel for sale in Mandaue,325000,Toyota,Innova,2006,Yes,Manual,Red,,MPV / AUV,,2006 Toyota Innova 2.5 D4d diesel eng. power steering cold and dual aircon no kalampag new registration cebu unit 1st own Toyota maintained PMS faded hood and right fender 93% tire tread life,kk,Dealer,Diesel,Mandaue,02/07/2019,ToyotaInnova,1025000,30
CAR011903,2006 Toyota Altis for sale in Mandaue,195000,Toyota,Altis,2006,Yes,Manual,Silver,,Saloon / Sedan,,In very good running condition with cool AC. Tested in long drive with no overheating. Engine condition 10/10 Exterior condition 8/10 Interior condition 9/10 Toyota Vios 15s OEM mags Low profile tires with 95% threadlife Pioneer Stereo Negotiable Open deed of sale Issues: Minimal dents and scratches,Khamelionne,Individual,Gasoline,Mandaue,02/07/2019,ToyotaAltis,961000,30
CAR012286,2007 Toyota Corolla Altis for sale in Naga,210000,Toyota,CorollaAltis,2007,Yes,Automatic,Black,,Saloon / Sedan,,"TOYOTA 2004 ALTIS G automatic Location: Naga City block call number ,09298371414,camariness sur 210 only -1stowned acquired ladyowned - smooth silent engine -good shifting Fresh in and out good condition Proven and tested on Longdrive super fuel efficient Super ice cold AC complete papers Original OR CR registered 2020 region 5",Maximum ride,Dealer,Gasoline,Naga,28/06/2019,ToyotaCorollaAltis,961000,34
CAR012453,Toyota Camry 2004 Automatic Gasoline for sale in Cebu City,300000,Toyota,Camry,2004,Yes,Automatic,Silver,,Saloon / Sedan,,With: - Pioneer touch-screen stereo - Microphone and bluetooth for hands free calling through the stereo - Subwoofer - Rear-view camera *Negotiable upon viewing,Aaron,Individual,Gasoline,Cebu City,28/06/2019,ToyotaCamry,1821000,34
CAR012495,Selling Silver Toyota Wigo 2016 Automatic Gasoline,385000,Toyota,Wigo,2016,Yes,Automatic,Silver,,Hatchback / Wagon,,This Toyota Wigo 2016 is a steal at just ₱385000. It has km on the clock and comes with an Automatic transmission system as well as other great features. !,Iris,Individual,,Talisay,27/06/2019,ToyotaWigo,557000,35
CAR012498,Blue Toyota Corolla Altis 2008 Automatic Gasoline for sale,290000,Toyota,CorollaAltis,2008,Yes,Automatic,Blue,,Saloon / Sedan,,"This Toyota Corolla Altis 2008 G is a fantastic deal at just ₱290000. It comes with an Automatic transmission system and has km on the clock. This is a bargain you can''t afford to miss, so get in touch today.",Iris,Individual,,Talisay,27/06/2019,ToyotaCorollaAltis,961000,35
CAR012507,1997 Toyota Corolla for sale in Mandaue,100000,Toyota,Corolla,1997,Yes,Manual,Blue,,Saloon / Sedan,,"You can contact me anytime at 09162834071. Price is negotiable. This is with complete papers, free from encumbrances and registration under the name of the seller (yours truly Joan Nadela) so it is easy to arrange for transfer of ownership. OR and CR are subject for renewal. When interested to purchase, we can arrange a visit at the property''s location in Casili, Mandaue.",Joan Nadela,Individual,Gasoline,Mandaue,27/06/2019,ToyotaCorolla,961000,35
CAR012569,Toyota Camry 2003 Automatic Gasoline for sale in Mandaue,250000,Toyota,Camry,2003,Yes,Automatic,Silver,,Saloon / Sedan,,Automatic transmission Cebu unit All power Central lock Leather seats Clean interior Smooth shifting Cold aircon Fuel efficient Ready for long drive In SUPERB Running condition NO Hassles &amp; Good to GO Fresh In &amp; Out 100% NO Flood &amp; Accident history,Cinco Alas,Individual,Gasoline,Mandaue,27/06/2019,ToyotaCamry,1821000,35
CAR012693,Toyota Fortuner 2009 Automatic Gasoline for sale in Cebu City,520000,Toyota,Fortuner,2009,Yes,Automatic,Silver,,SUV,,100%excellent condetions ready to used no isseu complet papers casa maintane direct buyer only CALL MY# O9974565815,moy,Individual,Gasoline,Cebu City,26/06/2019,ToyotaFortuner,1607000,36
CAR012721,Selling Used Toyota Fortuner 2014 in Cebu City,880000,Toyota,Fortuner,2014,Yes,Manual,White,,SUV,,"2014 Fortuner VNT Turbo intercooler 4X2, Freedom White color. All power. Excellent running condition. Contact owner 09266662943.",gcl,Individual,Diesel,Cebu City,25/06/2019,ToyotaFortuner,1607000,37
CAR012745,Toyota Corolla 1997 Manual Gasoline for sale in Cebu City,125000,Toyota,Corolla,1997,Yes,Manual,White,,Saloon / Sedan,,Toyota corolla gli 97 model not ex taxi special plate Casa maintained Casa records All power All original Very well kept Very fresh in and out Dli,chuck,Individual,Gasoline,Cebu City,25/06/2019,ToyotaCorolla,961000,37
CAR012747,Selling Toyota Wigo 2016 Automatic Gasoline in Cebu City,250000,Toyota,Wigo,2016,Yes,Automatic,Red,,Hatchback / Wagon,,"RUSH FOR SALE/ASSUME!! TOYOTA WIGO (Php 250,000 *Negotiable*) *Owner moving to Canada this 1st week of August 2019* TOYOTA WIGO 2016 Automatic CASA MAINTAINED Php 250,000.00 (*negotiable*) 2 Years left to pay Premium Insurance til May 2020 (paid already) Contact: 09171433725",Kiko Hag,Individual,Gasoline,Cebu City,25/06/2019,ToyotaWigo,557000,37
CAR012787,1995 Toyota Corolla for sale in Talisay,70000,Toyota,Corolla,1995,Yes,Manual,Blue,,Saloon / Sedan,,"Rush Toyota corolla 95 Registered Complete legal papers Running condition,no issue sa makina Sobra tahimik,sanay umakyat ng tagaytay New change oil New headlight tail light garnish Enzo mags Tinted 3m New battery Aircon needs freon.ok ang blower.1500 lng Minor issues lang sa pinto. Talisay batangas 09155857219 09286752757 Negotiable.no to buy and sell",Jesser Cay,Individual,Gasoline,Talisay,25/06/2019,ToyotaCorolla,961000,37
CAR013190,2nd Hand Toyota Innova 2007 Manual Diesel for sale in Talisay,389000,Toyota,Innova,2007,Yes,Manual,Red,,MPV / AUV,,Forsale or swap/trade:&nbsp;Toyota Innova 2007model Manual transmission 2.5 engine turbo diesel Very fuel efficient! Keyless entry Very fresh in and out Low mileage Original paint All stock Ice cold dual AC. Complete documents.. Updated registration.. See unit to appreciate.. Negotiable for sure buyers Direct owner/seller: 09322044401,Franz,Individual,Diesel,Talisay,21/06/2019,ToyotaInnova,1025000,41
CAR013342,2nd Hand Toyota Corolla Altis 2002 for sale in Lapu-Lapu,88000,Toyota,CorollaAltis,2002,Yes,Manual,White,,Saloon / Sedan,,"2002 Toyota Corolla Altis with 2019 LTO Reg and PD Insurance, engine still in good condition some minor conditioning. Price is negotiable and If interested pls just PM me. Or make and offer. See to appreciate",Nato,Individual,Gasoline,Lapu-Lapu,20/06/2019,ToyotaCorollaAltis,961000,42
